Address,latitude,longtitude,bedrooms,Baths,Space,Price,Description,School Index,Hos Index,Market Index,Crime Index,County
2830 Mango Cir NW,33.794521,-84.480889,3,1.5,"1,066","$40,000 ","3 bed, 1.5 bath townhouse in 2830 Mango Cir NW",14.76732844,13.07635337,11.17529959,2.578768599,Fulton
115 Sunningdale Ct,34.006763,-84.201004,5,5.5,"3,427","$624,900 ","5 bed, 5.5 bath townhouse in 115 Sunningdale Ct",22.02289151,23.56116161,25.48713787,0.562718725,Fulton
1216 Canton St,34.031711,-84.361394,&nbsp;,&nbsp;,"1,514","$549,995 ","NA bed, NA bath townhouse in 1216 Canton St",19.98520353,20.08634219,22.28174984,0.707599854,Fulton
110 Austell Way NW,33.837848,-84.390892,6,5,"7,359","$2,850,000 ","6 bed, 5 bath townhouse in 110 Austell Way NW",15.40226124,8.649134401,9.148024141,2.89327121,Fulton
145 Highland Oaks Ct,34.105224,-84.294013,4,4,"3,363","$499,900 ","4 bed, 4 bath townhouse in 145 Highland Oaks Ct",27.12441378,25.90080925,29.82491339,0.527999218,Fulton
930 Pebblestone Ct,34.090769,-84.306839,5,4,"2,994","$425,000 ","5 bed, 4 bath townhouse in 930 Pebblestone Ct",24.75580745,23.01836646,28.16350127,0.556547307,Fulton
797 Crestridge Dr NE,33.78379,-84.361061,3,2.5,"2,863","$775,000 ","3 bed, 2.5 bath townhouse in 797 Crestridge Dr NE",12.06668319,5.096750498,6.800581641,3.669551032,Fulton
205 Wicklawn Way,33.987854,-84.308044,7,4.5,"9,365","$775,000 ","7 bed, 4.5 bath townhouse in 205 Wicklawn Way",19.28371364,17.18229146,16.97773913,0.768116401,Fulton
3015 Haynes Trl,34.030746,-84.271835,4,3.5,"4,095","$578,000 ","4 bed, 3.5 bath townhouse in 3015 Haynes Trl",21.66798953,21.75495506,22.93260986,0.622449072,Fulton
540 Pecan Wood Cir,33.565646,-84.622478,4,2.5,"1,459","$109,900 ","4 bed, 2.5 bath townhouse in 540 Pecan Wood Cir",29.30644402,36.11725668,31.26550736,0.650417368,Fulton
405 Gunston Hall Dr,34.110116,-84.373274,5,4.5,"3,730","$559,000 ","5 bed, 4.5 bath townhouse in 405 Gunston Hall Dr",27.66472071,26.67156074,30.01983015,0.55495112,Fulton
201 Traditions Dr,34.190498,-84.29808,7,10,"15,561","$2,895,000 ","7 bed, 10 bath townhouse in 201 Traditions Dr",35.60704487,34.49265393,37.95226695,0.434902367,Fulton
443 Chattahoochee St,34.010303,-84.362983,5,4.5,"3,453","$585,000 ","5 bed, 4.5 bath townhouse in 443 Chattahoochee St",20.118387,18.70735034,20.19724896,0.768042216,Fulton
145 E Lake Dr,34.081711,-84.409035,4,2.5,"3,768","$447,500 ","4 bed, 2.5 bath townhouse in 145 E Lake Dr",24.79163832,25.27407226,28.09183882,0.607807496,Fulton
2203 Cumberland Pkwy SE,33.854655,-84.481957,4,2.5,"2,729","$360,000 ","4 bed, 2.5 bath townhouse in 2203 Cumberland Pkwy SE",16.8811458,11.87869572,13.06581481,1.510447332,Fulton
565 Guildhall Pl,34.01622,-84.27535,6,5,"5,111","$535,000 ","6 bed, 5 bath townhouse in 565 Guildhall Pl",21.2183196,20.6873424,21.18888233,0.653304137,Fulton
350 Allison Dr NE,33.854598,-84.376296,3,3,"2,013","$500,000 ","3 bed, 3 bath townhouse in 350 Allison Dr NE",14.54302754,9.561466081,9.186951402,2.646953705,Fulton
3544 Rockhaven Cir NE,33.84811,-84.351761,5,4.5,"3,413","$869,999 ","5 bed, 4.5 bath townhouse in 3544 Rockhaven Cir NE",15.12164073,9.056958738,8.549617879,2.19372572,Fulton
878 Peachtree St NE,33.77827,-84.385086,1,1,956,"$194,900 ","1 bed, 1 bath townhouse in 878 Peachtree St NE",13.43370148,3.339516543,5.624273274,5.49526765,Fulton
3065 Duke Dr,33.56731,-84.61261,4,2.5,"1,883","$186,000 ","4 bed, 2.5 bath townhouse in 3065 Duke Dr",30.30598268,35.18642461,30.19821016,0.674011193,Fulton
945 Cascade Rd SW,33.729606,-84.441565,4,2,"1,269","$200,000 ","4 bed, 2 bath townhouse in 945 Cascade Rd SW",11.44041932,12.82224651,7.349977121,3.758301077,Fulton
855 Peachtree St NE,33.777793,-84.383903,2,2,"1,320","$459,900 ","2 bed, 2 bath townhouse in 855 Peachtree St NE",13.35388534,2.710003846,5.65515317,5.30505897,Fulton
2626 Peachtree Rd NW,33.826077,-84.388367,1,1,652,"$175,000 ","1 bed, 1 bath townhouse in 2626 Peachtree Rd NW",14.59962945,7.534524161,8.001175078,3.057348871,Fulton
1050 Seale Dr,34.049079,-84.272137,6,5,"5,800","$629,000 ","6 bed, 5 bath townhouse in 1050 Seale Dr",20.38394361,22.81356178,24.83536997,0.592391144,Fulton
325 E Paces Ferry Rd NE,33.838116,-84.374573,2,2,"1,333","$398,000 ","2 bed, 2 bath townhouse in 325 E Paces Ferry Rd NE",15.03143225,8.696363146,8.828946811,3.186932328,Fulton
5120 Oakmont Bend Dr,34.165899,-84.231041,4,4,"3,066","$375,000 ","4 bed, 4 bath townhouse in 5120 Oakmont Bend Dr",34.47224412,34.24872863,37.58791659,0.427993795,Fulton
3331 Mallard Lake Pl,34.011623,-84.262054,5,5,"4,384","$454,900 ","5 bed, 5 bath townhouse in 3331 Mallard Lake Pl",21.00558693,21.16614069,21.35503385,0.642975565,Fulton
4498 Irvington Ct NE,34.054054,-84.420364,4,2.5,"3,096","$334,900 ","4 bed, 2.5 bath townhouse in 4498 Irvington Ct NE",22.48660591,23.40468433,25.9470754,0.66396826,Fulton
2756 Bluestone Dr SW,33.681841,-84.60247,4,3,"2,672","$299,639 ","4 bed, 3 bath townhouse in 2756 Bluestone Dr SW",27.42499287,27.97124746,23.6328282,0.890556495,Fulton
1791 Harper St NW,33.804252,-84.419395,2,2.5,"1,290","$315,000 ","2 bed, 2.5 bath townhouse in 1791 Harper St NW",14.90640462,8.905749279,7.38300633,5.104503562,Fulton
10506 Bent Tree Vw,34.036964,-84.181571,3,3.5,"3,615","$449,900 ","3 bed, 3.5 bath townhouse in 10506 Bent Tree Vw",23.43668941,25.32530605,29.43968476,0.507143014,Fulton
7421 Absinth Dr,33.667564,-84.639976,3,2.5,"2,379","$179,900 ","3 bed, 2.5 bath townhouse in 7421 Absinth Dr",31.86439474,32.16418118,28.78061587,0.725097694,Fulton
1930 Lenox Rd NE,33.807525,-84.351036,2,2.5,"2,306","$550,000 ","2 bed, 2.5 bath townhouse in 1930 Lenox Rd NE",13.86810772,6.699647243,8.004822911,2.622561135,Fulton
1767 Dorsey Ave,33.678051,-84.446331,3,2,"1,354","$185,000 ","3 bed, 2 bath townhouse in 1767 Dorsey Ave",15.38333869,14.48742813,8.094862053,2.221819964,Fulton
10 Bromack Dr SE,33.689331,-84.388774,3,2,"1,048","$49,900 ","3 bed, 2 bath townhouse in 10 Bromack Dr SE",13.25433066,12.89819528,8.154837063,2.966620806,Fulton
2105 Bent Creek Mnr,34.085436,-84.218526,5,5.5,"4,356","$899,900 ","5 bed, 5.5 bath townhouse in 2105 Bent Creek Mnr",26.28393362,28.24556782,30.93745509,0.494756497,Fulton
179 Birch Bend Dr,34.20314,-84.262062,4,2.5,"2,334","$294,900 ","4 bed, 2.5 bath townhouse in 179 Birch Bend Dr",37.25349591,36.49804145,39.95420572,0.411140965,Fulton
120 Providence Oaks Pointe,34.119209,-84.34449,6,6.5,"8,738","$749,000 ","6 bed, 6.5 bath townhouse in 120 Providence Oaks Pointe",27.69522737,26.84823602,30.69924326,0.533155795,Fulton
15260 Hopewell Rd,34.152263,-84.286475,&nbsp;,&nbsp;,"79,279","$475,000 ","NA bed, NA bath townhouse in 15260 Hopewell Rd",32.17130446,31.10662636,34.53815081,0.468142605,Fulton
169 Moreland Ave SE,33.748801,-84.349429,9,3,"5,113","$799,900 ","9 bed, 3 bath townhouse in 169 Moreland Ave SE",11.7127662,8.066216842,7.610568353,3.521939026,Fulton
252 Patterson Ave SE,33.746599,-84.342856,5,3.5,"2,900","$425,000 ","5 bed, 3.5 bath townhouse in 252 Patterson Ave SE",11.66266116,8.627712031,8.133437029,3.097199735,Fulton
7020 Evergreen Pl,34.047492,-84.35263,6,6,"4,126","$764,999 ","6 bed, 6 bath townhouse in 7020 Evergreen Pl",21.8729517,20.53291845,23.72178942,0.66485921,Fulton
3376 Peachtree Rd NE,33.849483,-84.366577,2,2.5,"3,239","$1,995,000 ","2 bed, 2.5 bath townhouse in 3376 Peachtree Rd NE",15.50800142,9.257608206,8.38273592,3.43234974,Fulton
6450 Chariot St,33.929004,-84.363929,2,2,"1,160","$252,000 ","2 bed, 2 bath townhouse in 6450 Chariot St",17.95580879,10.57862714,11.71044518,1.141017634,Fulton
3075 Semmes St,33.671433,-84.448048,3,2,"1,330","$57,000 ","3 bed, 2 bath townhouse in 3075 Semmes St",15.69909531,15.11000063,8.652626042,2.090128455,Fulton
2626 Peachtree Rd NW,33.826068,-84.388359,1,1,652,"$214,000 ","1 bed, 1 bath townhouse in 2626 Peachtree Rd NW",14.59861625,7.53358061,7.999982423,3.057460282,Fulton
2015 Bent Creek Mnr,34.084013,-84.221425,6,5,"4,518","$850,000 ","6 bed, 5 bath townhouse in 2015 Bent Creek Mnr",26.02220115,28.0170194,30.64543856,0.498724013,Fulton
962 Walker Ave SE,33.72821,-84.359184,2,1,912,"$189,000 ","2 bed, 1 bath townhouse in 962 Walker Ave SE",11.95458109,9.436771505,7.637186191,3.238552047,Fulton
869 Stovall Pl NE,33.86121,-84.358871,5,4,"4,638","$1,495,000 ","5 bed, 4 bath townhouse in 869 Stovall Pl NE",15.8848009,9.587331502,9.391652361,2.116251039,Fulton
1476 Brook Valley Ln NE,33.823757,-84.346161,5,6.5,"5,000","$974,000 ","5 bed, 6.5 bath townhouse in 1476 Brook Valley Ln NE",14.12678966,7.613801276,7.999735076,2.282320096,Fulton
1516 Dartmouth Rd,34.171041,-84.313023,5,6.5,"6,818","$840,000 ","5 bed, 6.5 bath townhouse in 1516 Dartmouth Rd",33.62833831,32.37918595,35.88142582,0.459014838,Fulton
2241 Harry Brooks Dr NW,33.81675,-84.457466,4,3.5,"3,320","$437,500 ","4 bed, 3.5 bath townhouse in 2241 Harry Brooks Dr NW",14.60498465,11.63931829,9.813392655,2.413899853,Fulton
5095 Riverside Park Dr,33.990589,-84.318,6,6,"6,632","$1,399,000 ","6 bed, 6 bath townhouse in 5095 Riverside Park Dr",19.32598083,17.14534707,17.45855836,0.776441351,Fulton
5909 Providence Run,33.571838,-84.518585,4,3.5,"2,994","$165,000 ","4 bed, 3.5 bath townhouse in 5909 Providence Run",24.6517251,27.17997429,21.46244908,0.925895755,Fulton
3770 Banyon Ln,34.040314,-84.25007,5,4,"4,500","$519,900 ","5 bed, 4 bath townhouse in 3770 Banyon Ln",22.70129098,23.61874366,24.97412421,0.58141585,Fulton
4965 Cochran Mill Rd,33.621737,-84.692778,3,2,"1,584","$135,000 ","3 bed, 2 bath townhouse in 4965 Cochran Mill Rd",38.72746951,39.38046225,36.21144583,0.563687635,Fulton
3040 Peachtree Rd NW,33.838329,-84.38108,2,2,"1,233","$345,000 ","2 bed, 2 bath townhouse in 3040 Peachtree Rd NW",14.99352394,8.689312848,8.974693913,3.215259716,Fulton
550 Coldstream Ct,33.916504,-84.403068,5,3,"3,522","$599,000 ","5 bed, 3 bath townhouse in 550 Coldstream Ct",17.84069672,13.00145614,13.07887231,1.274256518,Fulton
2855 Peachtree Rd NE,33.832496,-84.383671,1,1,586,"$110,000 ","1 bed, 1 bath townhouse in 2855 Peachtree Rd NE",14.67945371,8.24030888,8.685205534,3.083035854,Fulton
201 Fairgrove Ln,33.537747,-84.567366,3,2,"1,708","$117,499 ","3 bed, 2 bath townhouse in 201 Fairgrove Ln",31.33286871,33.55441233,28.10628427,0.714738528,Fulton
2010 Parkside Ct,34.089871,-84.280703,4,3.5,"2,839","$444,500 ","4 bed, 3.5 bath townhouse in 2010 Parkside Ct",25.95568276,25.20310895,28.64445493,0.53975007,Fulton
215 Challon Ct,33.717033,-84.551247,5,3,"2,921","$319,900 ","5 bed, 3 bath townhouse in 215 Challon Ct",21.32703918,21.57414027,17.53919106,1.371637238,Fulton
930 Hopewell Place Dr,34.096111,-84.290192,5,3,"2,950","$450,000 ","5 bed, 3 bath townhouse in 930 Hopewell Place Dr",26.06558326,25.1210912,29.01376962,0.537895613,Fulton
3760 Cloudland Dr NW,33.857025,-84.438118,3,3.5,"2,882","$649,900 ","3 bed, 3.5 bath townhouse in 3760 Cloudland Dr NW",16.89546969,9.810793089,11.62973324,1.889911633,Fulton
575 Hickory Flat Rd,34.16631,-84.344455,3,2.5,"2,748","$1,600,000 ","3 bed, 2.5 bath townhouse in 575 Hickory Flat Rd",33.01423909,31.72126903,35.22768547,0.473400405,Fulton
2479 Peachtree Rd NE,33.822494,-84.38652,2,2,"1,062","$190,000 ","2 bed, 2 bath townhouse in 2479 Peachtree Rd NE",14.26756604,7.139157829,7.562003547,3.124280541,Fulton
995 Upper Hembree Rd,34.068952,-84.335115,5,3.5,"2,955","$699,000 ","5 bed, 3.5 bath townhouse in 995 Upper Hembree Rd",23.88293909,18.97378867,25.76657501,0.610734353,Fulton
3282 Yorktown Dr,34.028249,-84.418443,5,5,"6,307","$664,875 ","5 bed, 5 bath townhouse in 3282 Yorktown Dr",20.69404988,21.39655925,23.57012797,0.728150269,Fulton
210 Seale Ln,34.048222,-84.270226,6,5,"4,228","$639,000 ","6 bed, 5 bath townhouse in 210 Seale Ln",20.58889429,22.89536176,24.8217179,0.591738794,Fulton
310 Falling Creek Bnd,34.039913,-84.170257,5,4,"4,040","$529,000 ","5 bed, 4 bath townhouse in 310 Falling Creek Bnd",24.78779656,25.39018655,30.57970197,0.492272614,Fulton
3040 Peachtree Rd NW,33.838329,-84.38108,2,2,"1,233","$325,000 ","2 bed, 2 bath townhouse in 3040 Peachtree Rd NW",14.99352394,8.689312848,8.974693913,3.215259716,Fulton
115 Redleaf Ct,34.070361,-84.197193,5,3.5,"3,075","$389,900 ","5 bed, 3.5 bath townhouse in 115 Redleaf Ct",25.10313066,27.88850163,30.96835524,0.490871375,Fulton
3134 E Wood Valley Rd NW,33.8417,-84.416415,6,7.5,"6,220","$2,495,000 ","6 bed, 7.5 bath townhouse in 3134 E Wood Valley Rd NW",15.68371499,8.035767849,10.14013266,2.320638394,Fulton
745 Scarlet Oak Trl,34.156521,-84.313955,5,4.5,"3,999","$639,900 ","5 bed, 4.5 bath townhouse in 745 Scarlet Oak Trl",32.21017472,30.91778558,34.47797718,0.47496024,Fulton
3308 Ferncliff Pl NE,33.845451,-84.355797,5,4,"4,000","$697,000 ","5 bed, 4 bath townhouse in 3308 Ferncliff Pl NE",15.22381785,8.983185814,8.562280909,2.460535939,Fulton
5160 Cameron Forest Pkwy,34.034129,-84.207533,5,3.5,"4,290","$429,900 ","5 bed, 3.5 bath townhouse in 5160 Cameron Forest Pkwy",21.89590904,25.00602457,27.19459078,0.539579459,Fulton
6039 Kayron Dr,33.919845,-84.371215,5,5,"3,599","$823,000 ","5 bed, 5 bath townhouse in 6039 Kayron Dr",17.77952545,10.30127827,10.49445634,1.226240747,Fulton
4332 Orchard Valley Dr SE,33.8456,-84.480613,4,4.5,"3,478","$600,000 ","4 bed, 4.5 bath townhouse in 4332 Orchard Valley Dr SE",16.89411553,12.10257432,13.52780105,1.611796768,Fulton
3230 Laramie Dr SE,33.864513,-84.460449,6,7,"7,029","$1,849,000 ","6 bed, 7 bath townhouse in 3230 Laramie Dr SE",17.50346726,11.87095002,13.46562334,1.593407452,Fulton
9105 Etching Overlook,34.004032,-84.18084,3,4,"6,600","$950,000 ","3 bed, 4 bath townhouse in 9105 Etching Overlook",22.70852037,22.93413237,27.06348706,0.538469838,Fulton
2185 River Cliff Dr,33.991867,-84.297154,5,3.5,"4,736","$574,900 ","5 bed, 3.5 bath townhouse in 2185 River Cliff Dr",19.68888551,17.92961434,17.49856726,0.739349287,Fulton
112 Brown Ave SE,33.714036,-84.384688,3,2,"1,717","$79,000 ","3 bed, 2 bath townhouse in 112 Brown Ave SE",10.69487844,10.5788918,6.787587215,3.743742003,Fulton
6605 Plummer Rd SW,33.706741,-84.583168,2,2,"1,613","$109,900 ","2 bed, 2 bath townhouse in 6605 Plummer Rd SW",24.27817182,24.9964647,21.51739577,1.036737126,Fulton
465 Fitzgerald Pl,33.661778,-84.627937,4,2.5,"2,798","$214,900 ","4 bed, 2.5 bath townhouse in 465 Fitzgerald Pl",30.85861735,31.30882341,27.3881745,0.760299445,Fulton
2336 Bernard Rd NW,33.819566,-84.473859,3,1,946,"$150,000 ","3 bed, 1 bath townhouse in 2336 Bernard Rd NW",15.74672047,12.49916213,11.42003848,2.089318191,Fulton
6700 Roswell Rd,33.93951,-84.377029,2,2,"1,026","$119,000 ","2 bed, 2 bath townhouse in 6700 Roswell Rd",18.136925,12.95152163,12.06077849,1.090761696,Fulton
71 Maddox Dr NE,33.795364,-84.376602,2,1,850,"$189,000 ","2 bed, 1 bath townhouse in 71 Maddox Dr NE",14.08021693,5.911126932,6.615415603,3.829919567,Fulton
2626 Peachtree Rd NW,33.826077,-84.388367,2,2.5,"1,382","$405,000 ","2 bed, 2.5 bath townhouse in 2626 Peachtree Rd NW",14.59962945,7.534524161,8.001175078,3.057348871,Fulton
2626 Peachtree Rd NW,33.826068,-84.388359,2,2,"1,488","$390,000 ","2 bed, 2 bath townhouse in 2626 Peachtree Rd NW",14.59861625,7.53358061,7.999982423,3.057460282,Fulton
3689 Union Ave,33.65321,-84.408897,&nbsp;,&nbsp;,"6,352","$780,000 ","NA bed, NA bath townhouse in 3689 Union Ave",15.4981266,15.30774308,8.979200518,2.004883629,Fulton
2255 Peachtree Rd NE,33.815464,-84.390602,1,1,741,"$194,900 ","1 bed, 1 bath townhouse in 2255 Peachtree Rd NE",14.22789182,5.312718305,6.645990299,3.330824028,Fulton
165 Arden Pl,34.007427,-84.28112,5,4,"3,502","$539,900 ","5 bed, 4 bath townhouse in 165 Arden Pl",20.59115862,19.81853437,19.92159081,0.678891109,Fulton
370 Arroyo Dr,34.084922,-84.400817,5,5,"5,251","$749,000 ","5 bed, 5 bath townhouse in 370 Arroyo Dr",25.11394678,25.30925222,28.16869561,0.601705306,Fulton
105 Ardsley Ln,34.08985,-84.225553,6,5,"6,264","$1,025,000 ","6 bed, 5 bath townhouse in 105 Ardsley Ln",26.82717498,28.27862641,30.94366709,0.496024943,Fulton
228 Whitaker Cir NW,33.762081,-84.44546,2,1,756,"$37,900 ","2 bed, 1 bath townhouse in 228 Whitaker Cir NW",12.54335766,11.99326228,7.080890724,3.782904903,Fulton
1249 Epworth St SW,33.720943,-84.431221,3,2,"1,314","$70,000 ","3 bed, 2 bath townhouse in 1249 Epworth St SW",12.89324252,12.37386132,6.701879815,3.923169604,Fulton
550 Marin Ct,34.038049,-84.27303,6,5,"4,418","$709,000 ","6 bed, 5 bath townhouse in 550 Marin Ct",21.5999894,22.10201143,23.65669293,0.611401545,Fulton
6175 Harbour Overlook,34.083347,-84.232574,4,2.5,"3,090","$499,900 ","4 bed, 2.5 bath townhouse in 6175 Harbour Overlook",25.86506564,27.47374736,29.97850266,0.509021083,Fulton
315 Garden Ter,34.020164,-84.218719,4,4.5,"4,696","$819,900 ","4 bed, 4.5 bath townhouse in 315 Garden Ter",22.06139856,23.83421557,25.1587315,0.570205261,Fulton
2675 Union Rd SW,33.681751,-84.582064,4,3,"2,305","$180,000 ","4 bed, 3 bath townhouse in 2675 Union Rd SW",24.49624366,26.11829441,21.33348258,1.009805652,Fulton
3280 Stillhouse Ln SE,33.873085,-84.462776,2,2.5,"1,933","$367,900 ","2 bed, 2.5 bath townhouse in 3280 Stillhouse Ln SE",17.71320752,12.05038109,14.08690946,1.478592475,Fulton
4341 Rickenbacker Way NE,33.872959,-84.376182,5,5,"3,745","$999,900 ","5 bed, 5 bath townhouse in 4341 Rickenbacker Way NE",16.41329513,10.13410144,9.033258198,1.935412181,Fulton
4325 Rickenbacker Way NE,33.872562,-84.376167,6,5.5,"4,247","$1,140,000 ","6 bed, 5.5 bath townhouse in 4325 Rickenbacker Way NE",16.39534076,10.12636211,9.016610096,1.94560987,Fulton
500 Shaggy Hickory Trl,33.53085,-84.684185,3,2.5,"1,332","$119,900 ","3 bed, 2.5 bath townhouse in 500 Shaggy Hickory Trl",39.39700714,43.48380621,39.24310029,0.511592943,Fulton
4115 Eldon Dr,33.594764,-84.588645,5,3,"3,158","$164,900 ","5 bed, 3 bath townhouse in 4115 Eldon Dr",29.26509774,31.47863749,26.14610784,0.786267849,Fulton
2710 Ridge Valley Rd NW,33.830402,-84.441284,5,5.5,"4,500","$1,735,000 ","5 bed, 5.5 bath townhouse in 2710 Ridge Valley Rd NW",15.52722087,9.657410701,10.21830034,2.306899902,Fulton
301 Ivy Brook Ct,34.199085,-84.270134,5,5.5,"5,540","$484,000 ","5 bed, 5.5 bath townhouse in 301 Ivy Brook Ct",36.75956099,35.91569609,39.35858002,0.417472844,Fulton
3060 Gadsden St,34.043572,-84.276475,3,3.5,"2,937","$539,900 ","3 bed, 3.5 bath townhouse in 3060 Gadsden St",21.45248159,22.17791565,24.10512641,0.605979232,Fulton
3177 Cloverhurst Dr,33.668921,-84.456295,3,2,"1,160","$100,000 ","3 bed, 2 bath townhouse in 3177 Cloverhurst Dr",15.86899948,16.12853829,9.411725553,1.991148963,Fulton
2519 Graywall St,33.686604,-84.464737,3,1,990,"$95,000 ","3 bed, 1 bath townhouse in 2519 Graywall St",14.3796266,16.13169117,8.805149628,2.25486249,Fulton
2224 Ascott Valley Trce,34.029685,-84.183097,6,8,"6,437","$1,699,900 ","6 bed, 8 bath townhouse in 2224 Ascott Valley Trce",22.3994359,24.71633465,28.75994234,0.515861439,Fulton
45 Ivan Allen Jr Blvd NW,33.764858,-84.389328,2,2.5,"1,823","$749,900 ","2 bed, 2.5 bath townhouse in 45 Ivan Allen Jr Blvd NW",12.84543807,4.443347523,5.189214327,6.29951478,Fulton
1340 Oakhaven Dr,34.073383,-84.402535,4,3.5,"2,086","$399,000 ","4 bed, 3.5 bath townhouse in 1340 Oakhaven Dr",22.22583959,24.43455809,27.14651165,0.623961332,Fulton
1835 Buckhead Ln NE,33.835304,-84.346344,5,5,"5,436","$925,000 ","5 bed, 5 bath townhouse in 1835 Buckhead Ln NE",14.23734769,8.287957724,7.763598704,2.152368704,Fulton
965 Crane Rd NE,33.839333,-84.356027,3,2,"1,802","$489,900 ","3 bed, 2 bath townhouse in 965 Crane Rd NE",15.03788041,8.685911608,8.259773752,2.506449846,Fulton
3201 Lenox Rd NE,33.842208,-84.357162,2,2,"1,249","$205,000 ","2 bed, 2 bath townhouse in 3201 Lenox Rd NE",15.17060541,8.842959385,8.479703436,2.560168606,Fulton
2101 Howell Mill Rd NW,33.811779,-84.413177,3,1.5,"1,500","$420,000 ","3 bed, 1.5 bath townhouse in 2101 Howell Mill Rd NW",15.04768267,8.296276994,7.48832293,3.324271543,Fulton
525 Lake Medlock Dr,34.033043,-84.192215,5,5,"4,500","$579,000 ","5 bed, 5 bath townhouse in 525 Lake Medlock Dr",21.33402233,25.11757559,28.28508549,0.522973926,Fulton
210 N Esplanade,34.090357,-84.314625,4,4.5,"2,995","$899,900 ","4 bed, 4.5 bath townhouse in 210 N Esplanade",25.19373029,22.35946166,28.01939967,0.562027886,Fulton
3050 Sugarloaf Club Dr,34.005721,-84.110674,5,4.5,"7,142","$879,000 ","5 bed, 4.5 bath townhouse in 3050 Sugarloaf Club Dr",24.7863284,26.91098908,33.71206059,0.454581502,Fulton
12450 Charlotte Dr,34.085176,-84.335377,4,2.5,"2,032","$749,000 ","4 bed, 2.5 bath townhouse in 12450 Charlotte Dr",24.42836929,21.87217953,27.37610261,0.582139345,Fulton
349 Laquita Dr SE,33.702355,-84.377447,4,2.5,"1,575","$115,000 ","4 bed, 2.5 bath townhouse in 349 Laquita Dr SE",11.90005884,11.76767829,7.826072089,3.16001922,Fulton
1944 Godby Rd,33.613257,-84.453,&nbsp;,&nbsp;,"1,340","$249,900 ","NA bed, NA bath townhouse in 1944 Godby Rd",17.99509557,10.45093974,13.65794132,1.363812276,Fulton
2516 County Line Rd SW,33.685956,-84.533611,3,2,"1,400","$85,000 ","3 bed, 2 bath townhouse in 2516 County Line Rd SW",20.59153647,21.67221091,16.16404681,1.611604988,Fulton
6942 Misttop Loop,33.623142,-84.613914,4,3,"2,700","$180,000 ","4 bed, 3 bath townhouse in 6942 Misttop Loop",30.75506081,32.0307985,27.19046186,0.758080023,Fulton
1370 Portmarnock Dr,34.082371,-84.21863,5,4.5,"6,823","$725,000 ","5 bed, 4.5 bath townhouse in 1370 Portmarnock Dr",25.79145669,28.0113132,30.65856248,0.498039096,Fulton
